525,0.37
520,0.42
535,0.46
530,0.34
485,0.44
545,0.49
550,0.37
465,0.37
530,0.44
580,0.38
500,0.34
490,0.36
505,0.4
560,0.48
520,0.56
550,0.34
580,0.46
545,0.43
490,0.48
510,0.41
580,0.42
505,0.41
500,0.4
565,0.45
490,0.46
525,0.35
520,0.45
565,0.42
505,0.45
605,0.41
540,0.42
530,0.36
540,0.38
515,0.43
505,0.37
530,0.38
585,0.38
515,0.36
505,0.44
490,0.45
505,0.4
535,0.42
560,0.5
510,0.41
540,0.37
505,0.42
495,0.37
560,0.45
495,0.4
560,0.41
565,0.4
545,0.38
500,0.38
525,0.4
540,0.47
570,0.5
495,0.41
505,0.42
505,0.37
465,0.49
525,0.38
545,0.42
500,0.42
525,0.46
495,0.41
555,0.43
505,0.48
475,0.43
600,0.44
555,0.47
535,0.39
530,0.4
555,0.44
510,0.43
515,0.39
495,0.47
540,0.47
485,0.41
550,0.45
560,0.36
525,0.46
515,0.44
590,0.44
550,0.38
545,0.38
510,0.37
545,0.45
530,0.5
540,0.37
540,0.38
510,0.34
510,0.4
545,0.44
535,0.41
525,0.42
450,0.39
535,0.54
530,0.35
520,0.33
495,0.41
545,0.49
520,0.4
525,0.43
570,0.44
525,0.47
530,0.41
495,0.43
550,0.34
565,0.42
495,0.32
565,0.46
525,0.37
485,0.34
500,0.43
525,0.43
560,0.34
500,0.4
550,0.41
545,0.5
505,0.37
485,0.41
515,0.5
530,0.4
505,0.4
535,0.36
545,0.4
475,0.48
545,0.45
515,0.4
520,0.47
570,0.45
490,0.46
510,0.43
510,0.44
570,0.42
570,0.46
560,0.47
520,0.4
515,0.41
515,0.41
500,0.42
540,0.43
495,0.38
560,0.48
520,0.38
500,0.39
490,0.38
550,0.44
540,0.47
555,0.49
525,0.46
530,0.43
570,0.41
515,0.41
545,0.39
560,0.48
560,0.51
500,0.45
530,0.45
495,0.45
500,0.41
475,0.36
500,0.46
495,0.36
535,0.4
475,0.35
560,0.46
565,0.46
525,0.4
520,0.47
565,0.39
535,0.41
505,0.44
510,0.39
530,0.41
510,0.4
525,0.47
530,0.41
530,0.38
565,0.43
485,0.41
530,0.48
520,0.42
530,0.38
525,0.38
515,0.48
565,0.37
515,0.48
565,0.45
550,0.49
590,0.38
580,0.32
545,0.4
515,0.44
510,0.45
510,0.38
555,0.49
550,0.38
565,0.49
530,0.41
510,0.37
595,0.47
520,0.34
520,0.44
530,0.43
525,0.45
540,0.43
510,0.35
545,0.37
520,0.46
590,0.42
535,0.37
550,0.36
540,0.38
560,0.38
510,0.44
545,0.41
550,0.4
560,0.39
485,0.37
530,0.37
485,0.33
560,0.45
545,0.44
475,0.46
535,0.41
505,0.42
520,0.43
535,0.39
505,0.41
535,0.38
580,0.49
555,0.5
530,0.51
480,0.37
530,0.43
565,0.42
485,0.48
520,0.41
560,0.38
500,0.31
515,0.43
495,0.44
545,0.4
535,0.44
500,0.48
505,0.35
515,0.48
520,0.43
515,0.45
530,0.45
545,0.36
520,0.46
555,0.45
475,0.47
495,0.51
495,0.44
555,0.36
595,0.51
550,0.48
570,0.44
495,0.37
525,0.46
490,0.46
500,0.35
520,0.42
575,0.44
540,0.39
505,0.42
540,0.43
520,0.45
510,0.5
520,0.39
580,0.44
545,0.49
515,0.49
510,0.36
525,0.45
525,0.4
460,0.45
530,0.46
525,0.4
575,0.43
565,0.42
480,0.44
490,0.42
515,0.36
545,0.45
555,0.42
505,0.4
500,0.4
505,0.51
505,0.43
550,0.45
570,0.43
555,0.45
560,0.39
510,0.42
515,0.37
475,0.36
555,0.45
560,0.41
550,0.44
565,0.39
525,0.39
505,0.53
535,0.38
535,0.37
540,0.38
515,0.44
585,0.4
550,0.41
505,0.49
520,0.43
550,0.41
535,0.39
470,0.38
520,0.44
525,0.4
540,0.39
485,0.47
565,0.42
535,0.47
520,0.38
510,0.5
495,0.42
500,0.37
530,0.41
565,0.42
530,0.42
535,0.39
535,0.48
555,0.41
555,0.5
495,0.38
540,0.37
505,0.38
545,0.23
555,0.49
480,0.42
560,0.37
555,0.49
495,0.49
525,0.4
575,0.38
520,0.46
530,0.38
525,0.48
520,0.48
510,0.44
515,0.48
555,0.42
610,0.5
535,0.36
525,0.39
540,0.48
565,0.33
560,0.46
510,0.38
525,0.44
540,0.38
540,0.38
570,0.41
505,0.5
505,0.35
530,0.41
470,0.32
540,0.38
505,0.49
515,0.42
540,0.46
485,0.37
525,0.46
570,0.48
500,0.39
470,0.48
530,0.38
510,0.42
545,0.41
560,0.45
480,0.55
560,0.49
550,0.44
530,0.43
540,0.37
480,0.43
540,0.36
555,0.43
550,0.44
535,0.41
540,0.46
520,0.38
540,0.31
565,0.47
565,0.4
565,0.38
545,0.44
565,0.45
480,0.41
545,0.41
600,0.48
565,0.46
510,0.39
540,0.45
470,0.43
555,0.38
550,0.41
540,0.47
535,0.43
560,0.45
535,0.39
515,0.48
515,0.41
505,0.46
510,0.46
500,0.46
530,0.4
595,0.42
545,0.53
515,0.48
500,0.43
500,0.42
500,0.38
570,0.45
510,0.39
555,0.43
460,0.43
555,0.46
480,0.37
520,0.37
535,0.43
505,0.38
520,0.33
495,0.44
505,0.37
520,0.5
540,0.41
520,0.49
475,0.47
515,0.46
530,0.46
475,0.49
440,0.41
525,0.43
540,0.47
530,0.45
500,0.42
530,0.42
555,0.44
485,0.41
530,0.34
585,0.43
525,0.37
555,0.44
540,0.43
525,0.39
560,0.33
560,0.46
510,0.43
500,0.45
555,0.43
520,0.45
455,0.37
570,0.41
470,0.46
550,0.46
540,0.44
550,0.41
545,0.45
510,0.46
550,0.47
535,0.4
530,0.45
525,0.43
510,0.41
510,0.49
540,0.36
535,0.4
520,0.48
465,0.43
540,0.4
515,0.44
525,0.42
480,0.36
540,0.45
525,0.5
560,0.42
605,0.44
520,0.42
495,0.48
550,0.4
490,0.44
550,0.36
505,0.5
520,0.4
480,0.46
530,0.44
525,0.37
555,0.34
480,0.43
